"id","subject","body","answer","type","queue","priority","language","tag_1","tag_2","tag_3","tag_4","tag_5","error"
"tr_synth_000717","Acil: Dell XPS güncellemesi sonrası bağlantı hatası","<isim>, son anda yapılan yapılandırma değişikliğinden sonra <product> cihazım Windows 11'de artık giriş yapamıyor ve sürekli AUTH_FAIL_12 hatası veriyor. Bilgisayarımı tamamen kullanan bir ekibimiz olduğu için bu durum iş süreçlerimizi durdurdu ve çok stresli bir durum yaratmış durumda. Lütfen bu değişikliği hemen geri almayı veya sorunu şu an çözmeyi dikkate alın; bekleyemiyorum.","Üzgünüz <isim>, yaşadığınız kesinti nedeniyle şimdiden haklı öfkeden bahsediyoruz ve durumu acil önceliklendiriyoruz. Ekibimizle birlikte yapılan yapılandırma değişikliğini incelemeye başladık ancak AUTH_FAIL_12 hatası şu anki durumun devam ettiğinden emin olmak için ekran görüntüsü paylaşabilir misiniz? Lütfen bu bilgileri bize gönderin ki gerekirse değişiklikleri geri alma sürecini başlatabilelim.","Change","Technical Support","critical","tr","Compatibility","Tech Support","Disruption","","",""
"tr_synth_000718","Acil: İnsan kaynakları sistemine tekrarlayan erişim sorunu","Merhaba,
Son iki gündür abonelik paketi üzerinden sisteme giriş yapamıyorum ve bu durum iş akışımızı ciddi şekilde engelliyor. Her açılışta aynı hata mesajını alıyoruz ve çok sinirli oldum çünkü zaman kaybettim.
Lütfen bunu acilen kontrol edin, belki bir yazılım hatası veya sunucu sorunu var mı? Geri bildiriminizi beklerken sabırsızlanıyorum.","<isim>, durumunuz anlaşıldı ve bu tür tekrarlayan erişim sorunlarını kritik seviyede değerlendiriyoruz. Dosyanızı hemen İç İlgili Birimler (Muhasebe) departmanına iletiyor, onlar sistem kayıtlarını derhal inceleyecek.
Bekleyen bir iyileştirme çıktığında size bilgilendirme yapacağız; şimdi lütfen ilgili hatayı tam olarak nasıl göründüğünü (hata kodu varsa) ek bilgi için yorumlara yazabilir misiniz?","Problem","Human Resources","critical","tr","Security","Support","Account","Documentation","Feedback",""
"tr_synth_000719","Acil: Yanlış fatura ve PayPal iadesi","<isim>, bugün sabah saatlerinde hesabınıza yansıtılan yaklaşık 450 TL'lik ücret şüpheli görünüyor. Bu işlem bir online alışveriş uygulamasından gerçekleşmiş ancak beni hiçbir yerde bilgilendirmediler ya da onaylamadım. Lütfen bu tutarı derhal dondurun ve PayPal üzerinden ödeme yöntemi olarak kullandığım için iade sürecini başlatın.","Durumunuz acil olduğu için hemen inceleme yapıyoruz, lütfen ilgili online alışveriş uygulamasının kimlik doğrulama ekranında ne görünüyordu diye bize bir an önce haber verin. PayPal entegrasyonu üzerinden yapacağımız araştırmaya ek olarak şüpheli işlem detaylarını bekliyoruz.","Incident","Billing and Payments","critical","tr","Account","Payment","Refund","Billing","Dispute",""
"tr_synth_000720","Acil: ERP modülü Windows 11 uyumluluk bilgisi","<isim> merhaba,
ERP modülünün Windows 11 işletim sistemiyle tam olarak çalışıp çalışmadığını acilen öğrenmem gerekiyor.
Proje kısıtları nedeniyle bu gün sonuna kadar cevabınızı beklemek zorundayım, lütfen en kısa sürede dönüş yapın.","Merhaba <isim>,
beklendiği üzere Windows 11 desteğini eklemeyi planlıyoruz ancak şu anki test ortamında NULL_POINTER_EXC hatası alıyoruz.
Bu durumu teknik ekiplerle paylaşıp, hem uyumluluk raporunu hazırlıyor hem de hataları gideriyoruz; size detaylı sonuçlar hakkında yarın öğleden sonra dönüş yapacağım.","Request","Product Support","critical","tr","Feature","Documentation","Product","","",""
"tr_synth_000721","Şirket içi muhaseye modülünde eksik belgelendirme sorunu","""Merhaba,"" 

Bursadaki şubemiz için şirket içi muhasebe yazılımında birim bazlı hesaplama dokümantasyonu bulamadığımı fark ettim. Bu konuda kısa ve net bir kılavuz oluşturma veya mevcut belgelerin nerede olduğunu bildirecek lütfen mümkün mü? 

Zaten acil olan işlemlerimiz için bu bilgiye ihtiyacım var.","""Sayın <isim>,"" 

Şirket içi muhasebe yazılımı dokümantasyonu ile ilgili talebinizi aldık ve konuyu hemen incelemeye başladık. Bursadaki ekibinizle kısa bir süre önce iletişime geçerek size gerekli bilgileri sağlamayı planlıyoruz, lütfen bekleyin.","Request","General Inquiry","high","tr","Feedback","Documentation","Information","Support","",""
"tr_synth_000722","Uygulama hakkındaki küçük bir sorum","<isim>, online alışveriş uygulamasını Bursa'da kullanıyorum ve yeni gelen kampanyalar kısmında akluma takılan basit bir detay var. Oradaki menü düzenlemesini son sürümde gördünüz mü, yoksa ben eski versiyonda mı kalıyorum acaba? Şu anda indirimleri aramaya çalışırken biraz kayboluyorum.","Merhaba <isim>, ilginizi çeken kampanyalar bölümünü kontrol edelim. Lütfen kullandığınız işletim sistemi ve uygulama sürüm numaralarını yanıtınıza eklersiniz, böylece tam olarak ne gördüğünüzü anlarız.","Request","General Inquiry","low","tr","Support","Feedback","Documentation","","",""
"tr_synth_000723","Gaziantep şubesinde Sony kulaklık hakkında bilgi","Merhaba,

Gaziantep'deki muadilinizin ofisimizdeki ürünlerimizden birinin nasıl çalıştığını sorardım. Şu anda elimizdeki Sony kulaklığın ses kalitesi konusunda çok fazla bilgi bulamıyorum, bu yüzden size yardımcı olabilirseniz sevinirim.

İlginiz için teşekkür ederim.","Merhaba,

Sony kulaklık modelleri teknik özellikleri ve kullanım kılavuzları açısından oldukça çeşitlidir. Gaziantep şubemizdeki yetkililerden detaylı bir ürün karşılaştırması talep edebilir ya da doğrudan destek ekibimizle iletişime geçerek spesifik modelinizi sorabilirsiniz.

Gerektiğinde size yardımcı olmaktan memnuniyet duyarız.","Request","General Inquiry","medium","tr","Inquiry","Documentation","Support","Information","",""
"tr_synth_000725","Acil durum: Konya'da Turkcell internet kesintisi","
Merhaba,
mobilden giriş yaptığım anda <isim>, Turkcell internet paketi tamamen durdu ve hiçbir veri kullanamıyorum. Bilahare servis geri geldiğini bildirmenizi rica ederim, çünkü bu durum işlerimi aksatıyor.
lütfen en kısa sürede sorunu çözerek hizmeti yeniden başlatın.","
Saygıdeğer müşteri,
gönderdiğiniz acil şikayetinizi aldık ve Konya bölge operasyon ekibimize ilettiğimizi onaylıyoruz. Lütfen modeminizin yanındaki bağlantı ışıklarını (Power, DSL/ONLINE) bana görsel olarak göndererek teknik personelin hızlı müdahalesine yardımcı olabilirsiniz.","Incident","Customer Service","critical","tr","Product","Account","Documentation","Support","Feedback",""
"tr_synth_000726","Acil: iPhone 14 cihazıma erişim hakkımı bekliyorum","<isim>, operasyon birimine yönlendirilen talebimin henüz yanıtlanmadığını görüp biraz endişelendim. Zaten yedek iPhone 14'm var ama şirket politikalarını ve güvenlik belgelerini incelemek için resmi onayımı bekleyeceğim.

Lütfen bu durumu kontrol edip mümkünse en kısa sürede geri dönüş yapabilir misiniz? İlgili dokümantasyonun da linkini verebilirmisiniz.","Merhaba, talebinizi operasyon birimine ilettiğimizi ve güvenlik ekibinin belge incelişme aşamasında olduğunu teyit ederiz. Lütfen talimatlarınıza uygun olarak beklemeye devam edin; detaylı dokümantasyonu size mail atarak iletmiyiz. Konuyla ilgili başka sorunuz olursa çekinmeden tekrar yazabilirsiniz.","Request","Human Resources","critical","tr","Support","Security","Documentation","Feedback","",""
"tr_synth_000727","iPhone 14'de RATE_LIMIT_429 hatası tekrar ediyor","<isim>, iPhone 14'imde sürdüm iOS 17'yi yükledikten sonraRATE_LIMIT_429 hatasının hala dönüyor. Telefonu yeniden başlattım ve ağ ayarlarını sıfırladım ama sorun çözülmeyecek kadar dirençli görünüyor. Bu durum artık kullanımı imkansız hale getirdiği için acil bir çözüm bekliyor.","Merhaba, yaşadığınızRATE_LIMIT_429 hatası ve iOS 17 uyumsuzluğu sorununun tekrarlamasından dolayı rahatsız olduğunuz çok anlıyorum. Lütfen cihazınızda şu anda aktif olan tüm VPN veya proxy uygulamalarını kontrol edip kapatıp deneyin; ayrıca ayarlardan 'Hücresel Veri' menüsünden operatörü değiştirmeyi dener misiniz? Bu adımlar sonrası durumu bize bildirebilirseniz, ekibimiz sorunu üst düzey teknik takıma yönlendirmek üzere harekete geçsin.","Problem","Product Support","critical","tr","Compatibility","Product","Feature","","",""
"tr_synth_000724","Şirket içi yazılımda Windows 11 uyumluluk sorunu","<isim>, şirket içi muhasebe yazılımımızın yeni sürümünü kurduğumuzda AUTH_FAIL_12 hatası alıyoruz. Lütfen bu ürünün teknik olarak Windows 11 işletim sistemiyle tam uyumlu olup olmadığını ve güncelleme adımlarını bize detaylandırabilir misiniz? Acil bir durum olduğu için en kısa sürede cevabınızı bekliyoruz.","Merhaba, talebinizi aldık ancak AUTH_FAIL_12 hatası genellikle kimlik doğrulama protokolüyle ilgili olabilir ve işletim sistemi uyumluluğu her zaman güncel değil. Şirket içi muhasebe yazılımının mevcut sürümünün Windows 11'le tam desteği sağlayan resmi bir belgesi yoksa, önce teknik ekibimizden onaylı son yamayı kurmanızı veya alternatif geçici çözümleri denemenizi rica ederiz. Ayrıca şu anki hatanın alındığı sistemin modelini ve yazılım sürüm numarasını paylaşır mısınız? Bu bilgilerle size özel bir uyumluluk notu hazırlayıp 15 dakikanın içinde dönüş yapacağız.","Request","Product Support","critical","tr","Feature","Tech Support","Compatibility","","",""
"tr_synth_000728","Acil Durum: Synology NAS SSL Bağlantısı Kesildi","Merhaba,
Yakın zamanda kurulum yaptığım Synology NAS cihazı aniden çalışmayı bıraktı ve ekran üzerinde 'SSL_HANDSHAKE_ERR' hatası kodu alıyor. Sunucu tarafında herhangi bir bakım yapılmadı, fakat tüm ağ cihazlarımız üzerinden gidip gelebiliyordu.
Lütfen bu kesintinin nedenini ivedilikle araştırın; işlerimiz durdu çünkü veri erişimi kısıtlanmış durumda.","Sayın <isim>, durumun aciliyetini kabul ediyoruz ve ekiplerimiz şu an 'SSL_HANDSHAKE_ERR' hatasıyla ilgili ağ güvenliği ayarlarını kontrol etmektedir. Lütfen cihazınızda herhangi bir yeni donanım ekleyip ekmediğinizi veya farklı proxy/kurallar kullanıp kullanmadığınızı bize bildirebilir misiniz? Bu bilgiler sorunu çözmek için kritik olacaktır.","Incident","Technical Support","critical","tr","Compatibility","Disruption","Network","Hardware","Outage",""
"tr_synth_000729","Acil: Sistem çöktü ve işlem başlatamıyorum","<isim>, ubuntu 22.04 üzerindeki şirket içi muhasebe yazılımı sürekli AUTH_FAIL_12 hatası veriyor, bu durumdan çok rahatsızım çünkü fatura girişleri durdu acaba şimdi nasıl bir çözüm var?","Merhaba <isim>, öncelikle yaşadığınız kesintiden dolayı özür dileriz. Lütfen ilgili log dosyasının tam içeriğini ve hatanın ne zaman başladığını paylaşabilir misiniz? Bu bilgiyi aldıktan sonra hemen teknik ekiplerimizle süreci başlatıp düzeltici adımları alacağımız için endişelenmeyin.","Request","Technical Support","critical","tr","Tech Support","Disruption","Outage","Performance","Software",""
"tr_synth_000730","Acil Hesap Sorunu ve Bordro Erişimi","<isim> ben bu sabah SaaS proje yönetim platformuna giriş yaptım ama yetkilerim yokmuş gibi görünüyor. İnsan kaynakları departmanından bir hata mesajı aldım çünkü kritik Pazarlama projesinin bütçesi bugün kapanacakmış ve onayı göremiyorum. Lütfen hesabımı hemen kontrol edip bu durumun yarın başlamasını sağlayabilir misiniz? Çok telaşlıyım.","<isim>, durumu acilen tespit ettim, Pazarlama departmanı yöneticisiyle bağlantı kurdum ve geçici yetki vererek projeye erişiminizi sağladık. Kalan güvenlik kontrolleri tamamlandıktan sonra normal yolda çalışmaya devam edecek. Lütfen bugün geri kalan iş akışını takip ederek herhangi bir aksaklık yaşarsanız bana bildirin.","Incident","Human Resources","critical","tr","Feedback","Documentation","Account","Security","",""
"tr_synth_000731","Acil Durum : Mobil Banka ve İzin Hakları Hakkında","Merhabalar,

Mobil bankacılık uygulamasına erişimim kesildiği için maaş bordronu çekemiyorum, bu durum işi felç ediyor. Ayrıca acilen yıllık izin hakkımın detaylı dökümünü alabileceğim belgeleri paylaşır mısınız? Bu konular Muhasebe departmanı ile ilgili gibi göründüğü için onlardan dönüş bekleniyor ama süreç çok hızlı ilerlediği için buradan yardım rica ediyorum.

<isim> olarak bu haftasonuna kadar çözülmesini umuyorum.","Saygılarımızla,

Mevcut kritik öncelikli durumunuzu anlıyoruz ve durumu derhal inceliyor. Mobil bankacılık uygulamasındaki erişim sorununumuz için Teknik Destek ekibini bilgilendirmiş olup, aynı zamanda İzin Dökümleri'nin ilgili departmanımıza (Muhasebe) aktarılması süreci başlatıldı.

Lütfen sisteme giriş yaparken aldığınız hata kodunu veya ekran görüntüsünü ekleyerek talebinizi 1 saat içinde takip edeceğimizi belirtiriz.","Request","Human Resources","critical","tr","Support","Documentation","Account","Security","",""
"tr_synth_000732","Acil düzeltme: Asgıntağın erişimi kesildi ve bağlantı hatası","<isim>, şu an tüm çalışanlarımız için iç ağı kullanamıyoruz çünkü sistem yanıt vermiyor. Hataya baktığımızda AUTH_FAIL_12 kodu çıkıyor, özellikle yeni kurduğumuz Windows 11 güncellemesinden sonra bu oluyor gibi duruyor. Lütfen en acil şekilde durumun nedenini araştırıp hemen çözebilir misiniz? İşlerimiz tamamen felç oldu.","Durumunuz alındı ve ekibi konuya acilen yöneltiyorum; AUTH_FAIL_12 hatası güvenlik protokolüyle ilgili bir geçici erişim sorunu olduğunu gösteriyor. Şu an ASUS dizüstü bilgisayar üzerinden ağ trafiğini izliyor, Windows 11 tarafındaki kimlik doğrulama servislerini yeniden başlatarak sorunu düzeltmeyi planlıyoruz. Lütfen ekibimize teknik detaylar için kısa süre içinde geri dönüş yapabilir misiniz?","Incident","IT Support","critical","tr","Security","Connectivity","Performance","Network","IT",""
"tr_synth_000733","Acil Bilgi Talebi - ERP Modülü Konusunda","<isim>, Bursa'daki ofistemizde kullandığımız yeni versiyonun kurulumu için acilen bazı teknik detayları öğrenmemiz gerekiyor. Özellikle veri aktarımı sırasında karşılaşılan gecikme sorununu önlemek adına bu konuda derhal yardımcı olmanızı rica ediyorum. Mümkünse bugün içinde cevabınızı alabilir miyim? Lütfen en kısa sürede geri dönüş yapın.","Merhaba, talep ettiğiniz ERP modülü bilgilerini hazırlamak için durumumuza bakıyoruz. Bursa ofisinizdeki mevcut konfigürasyonun yenisine uyumlu olup olmadığını kontrol ettikten sonra size detaylı yanıt vereceğiz. Lütfen eklemek istediğiniz spesifik soruları veya hata mesajlarını biletin açıklama kısmına ekleyebilir misiniz?","Request","General Inquiry","critical","tr","Inquiry","Support","Information","","",""
"tr_synth_000734","MİKROROUTİK ŞALTER SÜRESİZ ÇALIŞIYOR ACİL","<isim>, ağırdan almayın, tüm ekibimiz şu an Mikrotik switch üzerinde bir arıza nedeniyle erişimi kaybettik. Sistem tamamen yanıt vermiyor ve bu durum kritik müşterilerimizi doğrudan etkiliyor. Leflüsün hemen sorunu incelemesini ve servislerin yeniden başlatılmasını rica ediyorum.","Sayın <isim>, aldığınız bildirimin doğruluğunu teyit ediyoruz ve arızanın Mikrotik switch altyapısında olduğunu anlıyoruz. Bilgisayar sistemleri mühendisliği ekibi hemen saha ekiplerine yönlendirildi, donanım kontrolü yapılıyor. Yaklaşık 15 dakika içinde güncel bir durum raporu göndereceğiz ve kesintinin azaltılması için tüm önlemlerimiz başlatıldı.","Incident","Service Outages and Maintenance","critical","tr","Notification","Disruption","Maintenance","Recovery","Performance",""
